ID,Start time,Completion time,Email,Name,Total points,Quiz feedback,Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Points - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Feedback - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Do you have any additional feedback about TeamUp! that you would like to share?,Points - Do you have any additional feedback about TeamUp! that you would like to share?,Feedback - Do you have any additional feedback about TeamUp! that you would like to share?,Do you read the weekly newsletter?,Points - Do you read the weekly newsletter?,Feedback - Do you read the weekly newsletter?,Which of the following is true for you about the newsletter? (choose as many options as apply),Points - Which of the following is true for you about the newsletter? (choose as many options as apply),Feedback - Which of the following is true for you about the newsletter? (choose as many options as apply),Any other feedback about the newsletter?,Points - Any other feedback about the newsletter?,Feedback - Any other feedback about the newsletter?,Why not? (you can select more than one response),Points - Why not? (you can select more than one response),Feedback - Why not? (you can select more than one response),Anything else you would like to share about the newsletter?,Points - Anything else you would like to share about the newsletter?,Feedback - Anything else you would like to share about the newsletter?,Did you attend the Study Skills workshop or watch the recording?,Points - Did you attend the Study Skills workshop or watch the recording?,Feedback - Did you attend the Study Skills workshop or watch the recording?,How useful did you find the Study Skills workshop?,Points - How useful did you find the Study Skills workshop?,Feedback - How useful did you find the Study Skills workshop?,Any other feedback about the Study Skills workshop?,Points - Any other feedback about the Study Skills workshop?,Feedback - Any other feedback about the Study Skills workshop?,Did you attend the Test #1 Debrief session or watch the recording?,Points - Did you attend the Test #1 Debrief session or watch the recording?,Feedback - Did you attend the Test #1 Debrief session or watch the recording?,How useful did you find the Test #1 Debrief session?,Points - How useful did you find the Test #1 Debrief session?,Feedback - How useful did you find the Test #1 Debrief session?,Any other feedback about the Test #1 Debrief session?,Points - Any other feedback about the Test #1 Debrief session?,Feedback - Any other feedback about the Test #1 Debrief session?,Anything else you would like to share with the CHM 135 teaching team?,Points - Anything else you would like to share with the CHM 135 teaching team?,Feedback - Anything else you would like to share with the CHM 135 teaching team?,Do you feel Lab #1 increased your confidence using Excel?,Points - Do you feel Lab #1 increased your confidence using Excel?,Feedback - Do you feel Lab #1 increased your confidence using Excel?,Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Points - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Feedback - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Points - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Feedback - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Points - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Feedback - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.
202,11-5-21 13:57:25,11-5-21 13:59:02,anonymous,,,,"It is hard for me to participate because I can't turn on my camera or unmute.
;",,,I don't really like TeamUp! assignments...,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
203,11-5-21 13:59:42,11-5-21 14:02:14,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,I think I just have good study skills already so it just helped reinforce the fact that what I am currently doing is working for me.,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
204,11-5-21 14:02:49,11-5-21 14:02:54,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the discussion board links.
;I like the information about the department (the last thing in the newsletter)
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
205,11-5-21 14:02:25,11-5-21 14:09:20,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,"I think it's very interesting and engaging, and i'm a huge fan of the chem puns :)",,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
206,11-5-21 14:07:53,11-5-21 14:11:30,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,I wonder if we can be allowed to work together and individually because sometimes the team members do not reach an agreement at the end. Is it possible to set up teamup in a way that makes students work together but also allow individual answer submission??,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
207,11-5-21 14:10:54,11-5-21 14:13:25,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,No,,,,,,,,,"Too long
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,Not really,,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
208,11-5-21 14:22:27,11-5-21 14:24:35,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
209,11-5-21 14:22:02,11-5-21 14:24:41,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;I find the time allocated to TeamUp! too short.;It has let me get to know some of my classmates.
;",,,Sometimes I feel like the TeamUp doesn't adequately prepare us for tests.,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,"I know this would take a lot of time but I wish we went over all the questions, or at least got solutions for the test separate from the debrief session.",,,,,,"Yes, but I was already quite confident",,,Not really,,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
210,11-5-21 14:22:34,11-5-21 14:25:02,anonymous,,,,"I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,"It would be much easier for my peers and I to share our screen during the TeamUp session. That way, instead of going back and forth through tabs, we can all just look at the shared screen of the driver and work on the question through that.",,,"At least some of the time
",,,"I like the pictures!
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;I like the tips from the teaching team.
;I like the weekly reminders.
;",,,,,,,,,,,,Yes,,,Extremely useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
211,11-5-21 14:45:45,11-5-21 14:47:35,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,Not really,,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
212,11-5-21 14:45:27,11-5-21 14:51:03,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,"Lab 1 was actually a really enjoyable lab! I had never had any experience with online labs and was going into this course completely blind, but lab 1 was conducted in a very accessible and easy to follow manner that helped me get to know the format of online labs. I definitely think that it helped me do better on the next labs than I otherwise would have.",,
213,11-5-21 14:46:51,11-5-21 14:52:17,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"I think the time allocated for teamup is a pretty good time for now, I really appreciate shortening the teamup problem to only one- I think having two would have been really pressing for time!! ",,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Extremely useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,"I didn't realize how Excel dependent this course would be in terms of lab work and I am so so grateful that there was the PDF about the Excel tips!! It has really pulled through and helped me with labs, not only just in chem but other courses as well!! ",,
214,11-5-21 14:47:36,11-5-21 14:52:46,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,,,,Not really,,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
215,11-5-21 14:51:51,11-5-21 14:53:02,anonymous,,,,"I find it useful to see past test questions.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,"Didn't seem useful
",,,,,,Yes,,,Neutral,,,,,,Yes,,,Neutral,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
216,11-5-21 14:56:13,11-5-21 15:02:22,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;The newsletter makes me feel more connected to the course.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,"I appreciate the professor staying behind after lecture to answer any questions we have, and the student hours are also helpful to ask or just listen in order to know the material better.",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
217,11-5-21 15:02:37,11-5-21 15:15:35,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,I love it! No complaints from me!,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,I find them really fun.,,,,,,,,,Yes,,,Extremely useful,,,,,,Yes,,,Extremely useful,,,,,,Keep up the great work!!,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
218,11-5-21 15:22:08,11-5-21 15:23:04,anonymous,,,,"I like working through problems with my peers.
;",,,,,,No,,,,,,,,,"Didn't seem useful
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,Not really,,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
219,11-5-21 15:07:15,11-5-21 15:23:30,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the information about the department (the last thing in the newsletter)
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, but I was already quite confident",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
220,11-5-21 12:01:54,11-5-21 15:28:34,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,"I'd love if we have an auto-submit function there- if the driver forgets to click ""submit to Quercus,"" the whole team wouldn't have a mark despite getting the question right. ",,,"At least some of the time
",,,,,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,"I just have some minor advice for Professor De Backere: I understand that it is a very professional thing to do, talking about all the content with accurate terms and jargon, but sometimes it also helps give some down-to-earth analogies of what is going on in a reaction, for example. For the slides, I'd suggest actually not trying to include everything, or try to make the layout a bit cleaner so that the relationships are more clear. I love the embedded humors though- please don't leave them out. Anyway, I just want to say Prof. De Backere and Prof. Browning are amazing, enlightening professors as well as human beings!",,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
